Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
0.01,0.99,-0.15,3.36,-1.61,-2.80
-0.01,0.94,-0.18,4.97,-1.54,-1.75
0.05,0.95,-0.16,0.21,-0.70,0.35
0.11,0.98,-0.15,-2.52,0.56,1.82
0.17,0.98,-0.13,-1.75,-0.56,-1.26
0.15,0.95,-0.14,3.15,-1.61,-4.48
0.07,0.94,-0.16,4.62,-2.80,-6.30
0.03,1.04,-0.18,4.83,-2.38,-4.55
-0.02,0.95,-0.18,4.62,-2.52,-3.85
0.00,0.91,-0.19,0.35,-0.84,-1.75
0.04,0.91,-0.14,-3.71,0.14,0.84
0.09,1.03,-0.12,-3.50,-0.21,1.26
0.11,0.96,-0.12,2.38,-1.75,-2.66
0.09,0.93,-0.15,5.25,-2.31,-5.25
0.00,0.90,-0.16,3.99,-2.66,-3.85
0.03,1.06,-0.15,2.17,-2.03,-2.73
0.04,1.06,-0.16,4.48,-0.63,-1.68
0.07,1.01,-0.18,4.20,-0.49,-0.63
0.08,0.98,-0.19,3.50,-0.91,-1.12
0.08,0.85,-0.17,-0.63,-1.47,-2.17
0.06,0.77,-0.16,-1.82,-1.68,-2.24
0.07,1.04,-0.15,0.77,-2.17,-3.57
0.03,1.17,-0.14,1.89,-2.73,-3.50
0.04,1.05,-0.14,2.94,-2.24,-4.06
0.03,0.99,-0.16,1.12,-0.07,0.70
0.08,1.00,-0.15,-0.35,0.42,-0.70
0.10,1.02,-0.18,3.85,-1.82,-3.43
0.07,0.90,-0.17,4.76,-2.94,-4.76
0.03,0.95,-0.18,2.73,-1.40,-1.82
0.04,1.04,-0.18,4.41,-1.12,-2.52
0.06,1.04,-0.20,2.80,-1.33,-2.73
0.04,1.03,-0.20,0.56,-1.26,-2.45
0.03,1.02,-0.19,0.35,-1.89,-1.96
0.03,0.97,-0.19,-1.26,-1.12,-1.26
0.09,1.00,-0.13,-4.55,-0.21,17.71
0.09,0.93,-0.14,-1.40,-0.14,-1.89
0.07,0.94,-0.13,2.10,-1.75,-3.50
0.04,1.00,-0.15,3.85,-2.24,-4.76
0.01,0.95,-0.16,3.71,-2.45,-4.34
-0.02,0.99,-0.18,5.25,-1.40,-1.75
0.03,1.10,-0.17,3.78,-0.49,-0.21
0.07,1.07,-0.21,0.56,-0.14,-0.42
0.08,0.87,-0.17,-1.26,-0.84,-2.38
0.05,0.86,-0.18,-1.61,-1.89,-1.05
0.07,1.04,-0.15,-2.94,-1.89,-2.24
0.06,1.05,-0.13,-1.33,-2.10,-3.08
0.01,0.93,-0.13,-0.35,-1.40,-2.73
0.00,0.96,-0.14,3.29,-0.77,-1.82
0.01,1.01,-0.16,1.54,-0.63,-0.42
0.05,0.96,-0.14,-0.77,0.00,0.07
0.08,0.94,-0.12,-0.35,0.21,0.00
0.09,1.04,-0.14,2.73,-1.12,-2.24
0.04,0.95,-0.19,5.88,-2.17,-4.55
-0.01,0.88,-0.19,4.97,-2.45,-3.08
-0.03,0.99,-0.20,1.54,-1.82,-0.42
0.04,1.09,-0.17,-1.19,-0.35,0.14
0.05,0.99,-0.17,-3.36,-0.21,-0.14
0.09,0.94,-0.13,-3.01,-0.07,0.28
0.06,0.96,-0.14,1.05,-1.61,-1.82
0.05,0.92,-0.14,0.14,-1.82,-2.10
0.04,1.04,-0.13,-1.75,-0.07,-1.54
0.01,0.98,-0.14,3.50,-1.05,-2.03
0.00,0.94,-0.17,5.67,-1.54,-1.40
0.03,1.05,-0.16,2.03,-0.56,0.56
0.06,1.04,-0.18,-0.49,-0.28,-0.77
0.06,0.86,-0.16,-2.45,0.35,0.42
0.08,0.98,-0.15,-3.71,0.14,1.47
0.12,1.16,-0.12,-4.62,-0.91,0.98
0.14,1.14,-0.09,-3.92,-0.63,-1.33
0.05,0.77,-0.14,5.46,-2.10,-5.53
-0.02,0.90,-0.19,13.02,-3.29,-4.06
-0.05,1.11,-0.12,10.36,-0.63,2.94
0.07,1.22,-0.18,1.19,-0.63,-1.75
-0.01,0.82,-0.16,-1.82,16.87,0.42
0.04,0.78,-0.15,-6.79,0.42,3.15
0.10,0.98,-0.15,-9.03,2.94,5.39
0.12,1.04,-0.12,-3.64,-1.40,-1.54
0.08,1.11,-0.13,4.97,-2.38,-2.87
0.06,1.18,-0.15,5.95,-2.10,-4.62
0.02,0.97,-0.16,5.46,-2.10,-2.38
0.03,0.85,-0.16,-0.63,-0.28,0.56
0.07,0.94,-0.14,-6.02,0.28,2.03
0.08,0.94,-0.11,-4.69,-1.05,-0.77
0.06,0.90,-0.11,0.28,-1.40,-2.66
-0.02,0.84,-0.12,3.36,-1.26,-2.66
-0.02,0.98,-0.14,3.22,-1.61,-1.12
-0.03,1.03,-0.16,5.60,-1.82,-1.26
0.00,0.98,-0.18,3.29,-1.75,-0.56
0.05,0.93,-0.18,1.40,1.40,3.15
0.12,1.12,-0.13,-3.22,1.05,3.85
0.15,1.06,-0.15,-3.43,0.49,-1.05
0.09,0.77,-0.14,-0.42,-2.66,-5.53
0.01,0.69,-0.14,-0.14,-2.31,-3.01
0.01,0.90,-0.11,-3.01,-1.47,-0.63
0.02,1.07,-0.10,-3.36,-1.75,0.56
-0.01,0.93,-0.10,2.59,-0.84,-2.38
-0.01,0.98,-0.13,6.51,-0.21,-0.28
0.02,1.08,-0.16,7.42,0.56,0.21
0.06,0.99,-0.18,4.90,-0.91,0.70
0.08,0.89,-0.17,2.24,0.07,1.54
0.14,1.06,-0.16,-2.80,1.05,-0.49
0.08,0.93,-0.17,0.28,-2.45,-3.36
0.05,0.91,-0.16,-0.07,-2.52,-3.71
0.01,0.99,-0.14,-0.14,-1.75,-1.75
0.02,1.01,-0.13,-0.28,-1.33,-0.63
0.03,0.95,-0.14,-0.49,-0.49,-0.28
0.06,0.94,-0.13,-1.96,0.07,0.42
0.09,1.08,-0.11,-0.35,-0.28,0.77
0.11,1.05,-0.12,3.08,-0.98,-1.26
0.09,0.99,-0.15,3.85,-1.12,-4.13
0.01,0.91,-0.18,5.46,-2.03,-3.57
0.00,1.09,-0.19,5.39,-1.89,-1.96
0.01,1.03,-0.18,1.82,-1.12,-0.77
0.04,0.99,-0.15,-2.38,-0.35,0.07
0.06,0.94,-0.15,-2.87,0.07,1.05
0.13,1.11,-0.14,-3.50,-0.63,0.70
0.11,1.04,-0.12,0.42,-1.54,-1.40
0.07,0.95,-0.13,2.45,-2.45,-4.62
0.00,0.85,-0.13,2.24,-1.40,-2.03
0.01,1.08,-0.12,-0.98,-1.26,-0.70
0.06,1.08,-0.12,-0.21,-0.63,0.00
0.04,0.88,-0.11,3.22,-0.70,-1.89
0.04,1.00,-0.13,3.64,-0.91,-0.49
0.05,1.06,-0.14,1.05,-0.56,-1.26
0.06,0.92,-0.14,-1.12,-1.12,-0.56
0.06,0.88,-0.13,1.19,-0.14,0.14
0.10,1.08,-0.14,1.33,-1.33,-1.05
0.09,1.09,-0.13,0.14,-0.98,-1.61
0.06,0.92,-0.13,0.91,-2.38,-4.13
0.00,0.85,-0.14,2.10,-1.12,-1.68
0.04,1.04,-0.14,-0.28,-0.77,0.49
0.06,1.04,-0.15,-0.56,-0.70,-0.70
0.07,0.88,-0.12,1.68,-1.05,-2.10
0.05,0.92,-0.13,2.17,-0.63,-1.19
0.06,1.04,-0.13,1.40,-1.75,-1.54
0.05,1.01,-0.14,0.91,-1.12,-1.89
0.02,0.92,-0.14,2.38,-0.91,-2.38
0.03,1.03,-0.15,1.68,-1.26,-1.12
0.04,0.99,-0.15,-1.05,-0.70,-0.07
0.08,0.93,-0.12,-1.82,-0.91,-0.28
0.07,0.88,-0.11,0.14,-1.12,-1.19
0.07,1.04,-0.12,1.47,-1.75,-2.38
0.05,1.00,-0.13,1.82,-1.61,-3.50
0.01,0.86,-0.14,3.71,-1.54,-3.85
-0.03,0.91,-0.15,3.85,-1.12,-1.40
0.02,1.12,-0.15,3.22,-0.49,0.49
0.07,1.05,-0.17,-0.42,-0.98,-0.98
0.07,0.82,-0.14,1.33,-0.84,-1.33
0.04,0.89,-0.16,2.31,-1.75,-1.40
0.07,1.09,-0.15,-0.63,-1.82,-0.56
0.08,1.04,-0.13,-3.22,-1.26,-2.31
0.03,0.84,-0.11,-0.91,-1.12,-1.89
0.04,1.00,-0.11,0.28,-0.63,-1.68
0.03,0.97,-0.13,1.89,-1.40,-1.19
0.06,0.93,-0.12,0.14,-1.26,-1.89
0.03,0.92,-0.11,2.03,-0.42,-1.47
0.03,1.01,-0.15,5.11,-1.68,-3.43
0.01,0.94,-0.18,3.01,-2.03,-2.52
0.03,0.93,-0.15,-0.84,-0.28,0.49
0.06,1.03,-0.15,-1.26,-0.70,-0.35
0.08,0.94,-0.12,-2.45,-0.56,-1.26
0.09,0.87,-0.11,-5.46,-0.98,-2.24
0.05,0.97,-0.10,-0.42,-1.05,-2.17
0.04,1.06,-0.11,4.06,-2.80,-3.50
0.01,1.01,-0.12,3.92,-1.68,-2.03
0.02,0.92,-0.12,-0.77,-0.56,-1.33
0.03,0.94,-0.10,-0.70,0.84,0.98
0.08,1.05,-0.13,1.47,-1.61,-0.35
0.09,0.99,-0.15,1.68,-1.12,-2.66
0.05,0.90,-0.13,2.17,-2.03,-3.57
-0.02,0.92,-0.17,2.10,-2.66,-3.57
-0.02,0.97,-0.15,0.35,-1.54,-0.98
0.03,1.08,-0.14,-3.08,-0.21,0.21
0.06,0.94,-0.13,-0.21,0.07,0.14
0.10,1.01,-0.13,-2.03,0.21,-0.14
0.10,1.00,-0.12,-2.59,-0.49,-0.56
0.09,0.83,-0.10,-1.82,-2.31,-3.43
0.05,0.94,-0.09,-0.91,-0.35,-1.12
0.04,1.16,-0.11,4.90,-2.17,-3.29
0.01,1.13,-0.19,8.75,-2.24,-5.25
-0.02,0.82,-0.14,8.05,-0.98,-2.10
0.03,0.99,-0.17,-2.31,0.98,2.52
0.08,1.08,-0.17,-8.33,1.47,2.73
0.10,0.98,-0.15,-5.46,-0.70,-3.50
0.04,0.93,-0.14,3.85,-1.96,-4.06
0.03,1.08,-0.17,3.57,-2.38,-3.01
0.04,1.09,-0.16,-2.03,-0.98,-0.14
0.08,0.97,-0.12,-5.81,0.63,-0.28
0.08,0.97,-0.11,-1.47,-0.28,-1.47
0.06,1.05,-0.13,2.03,-1.12,-2.52
0.02,0.99,-0.16,2.66,-2.31,-4.83
-0.03,0.81,-0.15,4.27,-1.82,-3.64
-0.03,0.96,-0.18,1.54,-1.12,0.14
0.04,1.23,-0.14,-3.15,0.84,3.08
0.10,1.08,-0.16,-7.63,0.56,0.77
0.08,0.95,-0.13,3.43,-1.12,-3.36
0.06,1.09,-0.17,5.04,-1.89,-4.55
0.01,1.08,-0.19,2.17,-2.31,-4.06
-0.01,0.83,-0.15,-2.31,-0.70,-1.96
0.01,0.88,-0.11,-6.02,0.98,2.24
0.06,1.08,-0.11,-6.02,0.63,1.54
0.08,1.05,-0.10,-3.08,-0.21,-2.80
0.01,0.79,-0.10,3.15,-1.61,-2.38
0.03,1.00,-0.12,2.38,-1.19,-1.05
0.04,1.18,-0.15,4.34,-17.92,0.07
0.06,1.12,-0.15,3.36,-1.54,-1.96
0.03,0.91,-0.16,3.01,0.35,-0.98
0.06,0.97,-0.16,-2.03,0.14,1.47
0.11,1.08,-0.18,-4.20,0.98,0.70
0.11,0.98,-0.14,-1.12,-0.98,-1.61
0.08,0.97,-0.14,-2.52,-0.98,-3.01
0.04,1.03,-0.11,-2.66,-0.77,-0.77
0.03,1.07,-0.12,-1.96,-0.14,-0.70
-0.02,1.02,-0.11,1.47,-0.28,-1.96
-0.08,0.88,-0.15,3.71,-3.57,-3.57
-0.08,0.81,-0.11,3.08,-2.31,0.77
0.03,1.00,-0.07,-10.78,3.01,6.44
0.09,1.08,-0.07,-11.20,4.41,8.05
0.11,1.09,-0.05,0.00,0.98,0.91
0.11,1.02,-0.11,7.84,-2.17,-2.80
0.08,0.73,-0.15,12.46,-2.24,-1.89
0.07,1.02,-0.17,-0.07,0.00,2.59
0.08,1.29,-0.15,-6.16,-0.56,-3.43
-0.02,0.98,-0.20,11.41,-4.06,-6.58
-0.04,0.86,-0.16,16.10,-2.52,3.29
0.22,1.15,-0.14,-3.71,4.41,9.38
0.19,1.17,-0.20,-21.56,6.51,9.45
0.18,0.88,-0.12,-5.46,0.00,0.14
0.11,0.93,-0.12,-0.14,-1.40,-2.94
0.03,1.00,-0.12,0.07,-2.66,-3.92
-0.01,1.00,-0.10,-1.54,-2.80,-3.01
-0.04,0.95,-0.08,1.47,-0.98,-1.12
-0.02,0.94,-0.14,5.04,0.14,0.91
0.03,0.90,-0.13,2.24,0.63,3.50
0.13,0.91,-0.09,-5.81,1.96,5.60
0.21,1.04,-0.07,-9.10,2.73,4.34
0.20,1.01,-0.07,15.54,-0.63,-2.38
0.12,1.07,-0.13,8.61,-1.47,-6.44
0.03,0.95,-0.14,16.24,-3.64,-7.28
-0.01,0.98,-0.20,10.43,-3.15,-4.90
-0.01,0.86,-0.15,-2.17,0.21,0.91
0.03,0.92,-0.10,-12.67,2.66,3.50
0.08,1.00,-0.05,-14.49,2.66,5.60
0.14,1.06,-0.02,-8.12,1.12,1.75
0.11,0.99,-0.07,6.51,-0.63,-3.78
0.04,0.93,-0.08,12.95,-1.96,-6.23
0.00,0.99,-0.16,11.97,-3.64,-4.55
0.05,0.96,-0.10,-1.05,0.70,1.68
0.10,1.05,-0.08,-7.07,3.29,2.52
0.12,0.94,-0.07,-1.40,0.63,-0.49
0.11,0.96,-0.11,4.69,-0.98,-3.08
0.07,1.04,-0.14,4.55,-1.12,-3.78
0.02,0.80,-0.11,3.08,-2.31,-2.24
0.05,0.95,-0.11,-2.24,0.63,-0.21
0.11,1.14,-0.07,-3.50,1.96,2.38
0.13,1.13,-0.09,0.70,0.49,-2.94
0.08,0.81,-0.11,9.31,-1.82,-5.39
0.05,0.95,-0.15,10.22,-2.10,-4.69
0.05,1.04,-0.19,6.79,-1.26,-3.08
0.05,0.91,-0.16,-0.21,-1.26,-1.12
0.10,1.01,-0.09,-3.64,2.87,2.80
0.14,1.16,-0.09,-2.03,0.42,-0.07
0.13,1.04,-0.13,3.57,-0.35,-4.41
0.06,0.82,-0.12,6.65,-1.68,-4.55
0.03,0.99,-0.15,2.52,-1.26,-3.43
0.04,1.08,-0.11,1.19,-0.56,-1.75
0.03,0.99,-0.11,2.24,-0.28,-3.15
0.03,0.99,-0.11,4.48,0.28,-1.47
0.06,0.99,-0.11,3.08,0.98,1.47
0.11,1.00,-0.11,-0.28,0.14,-0.35
0.09,0.79,-0.10,0.00,-0.14,-2.31
0.09,0.94,-0.10,1.82,-0.70,-4.34
0.06,1.12,-0.11,5.60,-2.17,-3.85
0.06,1.10,-0.11,4.55,-1.33,-3.15
0.06,0.90,-0.09,0.07,1.54,1.12
0.11,0.98,-0.08,-0.91,2.38,0.98
0.15,1.09,-0.13,2.10,1.12,-3.08
0.12,0.90,-0.13,8.19,-1.96,-4.34
0.04,0.87,-0.14,5.04,-1.05,-3.71
0.08,1.04,-0.13,3.85,-0.35,-2.03
0.09,1.10,-0.17,6.16,-0.91,-4.48
-0.02,0.95,-0.19,11.62,-2.17,-7.98
-0.14,0.88,-0.26,20.37,-4.97,-13.37
-0.15,0.83,-0.31,34.09,-5.04,-12.95
0.06,0.81,-0.19,15.47,-2.24,2.10
0.04,0.88,-0.17,-11.90,1.75,10.01
0.28,1.04,-0.06,-52.92,13.72,18.62
0.34,1.20,0.01,-53.97,19.46,12.88
-0.02,0.99,-0.10,-3.22,9.73,-7.21
0.00,0.77,-0.10,32.13,-7.35,-16.66
-0.05,0.92,-0.10,45.29,-14.00,-11.27
0.15,1.03,-0.13,16.80,-3.15,-5.04
0.05,0.99,-0.14,-13.23,3.64,5.11
0.17,0.91,-0.01,-35.91,11.20,13.16
0.21,1.03,-0.02,-29.96,11.13,5.25
0.01,0.72,-0.06,13.72,0.07,-7.98
-0.08,0.82,-0.24,47.81,-11.20,-21.14
-0.28,1.25,-0.16,66.85,-5.18,-17.15
-0.04,1.29,-0.16,55.09,9.10,-5.60
-0.01,1.13,-0.28,-1.68,-17.92,4.34
0.13,1.09,-0.28,-23.38,1.19,18.34
0.29,0.78,-0.07,-70.56,15.05,24.71
0.25,0.85,-0.09,-66.85,28.77,20.30
0.04,1.14,-0.02,-20.72,10.92,1.33
0.12,1.09,0.01,15.40,-6.93,-14.21
0.17,0.73,0.01,28.07,-8.75,-8.82
0.13,0.88,-0.08,-2.31,-0.49,-2.38
0.10,1.00,-0.07,-16.38,6.93,1.75
-0.01,1.00,-0.08,-1.54,-0.98,-7.14
-0.10,0.72,-0.09,32.13,-9.10,-10.71
-0.03,0.82,-0.14,30.38,-7.07,-6.72
0.02,1.23,-0.19,15.33,0.98,-0.21
0.08,1.29,-0.25,13.44,1.05,-1.54
0.11,1.04,-0.21,1.05,-0.42,0.21
0.15,0.89,-0.15,-16.10,3.43,3.29
0.13,0.80,-0.13,-20.72,3.50,2.10
0.09,0.79,-0.12,-13.09,-0.07,-2.17
0.08,0.94,-0.04,-6.30,-1.89,-2.73
0.11,0.99,-0.01,-4.13,-1.40,-3.92
0.07,0.78,-0.03,-1.12,-0.56,-2.31
0.06,0.92,-0.06,1.47,1.40,-2.94
0.04,1.20,-0.10,10.85,-0.77,-6.02
-0.04,1.07,-0.20,20.51,-5.39,-11.48
-0.06,0.88,-0.14,26.46,-5.39,-9.52
-0.01,0.84,-0.17,9.24,-1.54,0.21
0.04,0.94,-0.21,-5.11,3.08,4.34
0.11,0.91,-0.18,-19.74,4.41,4.69
0.17,1.03,-0.11,-20.30,3.78,3.29
0.16,0.96,-0.05,-9.73,0.91,-1.54
0.11,0.91,-0.06,-0.56,-0.63,-5.53
0.06,0.98,-0.09,5.25,-1.96,-6.23
0.00,0.90,-0.09,5.88,-3.29,-4.76
-0.01,0.94,-0.13,3.85,-1.12,-2.73
0.01,0.93,-0.11,3.43,0.70,-1.05
0.04,0.98,-0.14,5.18,0.35,-1.33
0.08,1.07,-0.16,4.90,0.14,-0.77
0.09,1.00,-0.17,3.29,-0.63,-2.45
0.10,0.86,-0.18,-2.31,-0.21,-3.01
0.05,0.96,-0.15,-2.59,-0.14,-0.21
0.10,1.22,-0.14,-3.22,-0.35,-3.64
0.05,1.09,-0.14,1.12,-1.89,-5.53
0.00,0.86,-0.11,5.60,-2.24,-4.20
0.02,1.05,-0.12,-1.61,0.63,2.52
0.09,1.07,-0.14,-9.80,3.22,1.75
0.13,0.97,-0.09,-5.88,0.98,-0.70
0.09,0.99,-0.09,1.40,-0.84,-3.15
0.06,1.06,-0.12,5.95,-2.31,-5.04
0.04,1.05,-0.14,5.18,-0.42,-3.36
0.03,0.99,-0.14,3.92,0.21,-1.82
0.05,1.12,-0.17,2.10,0.21,-0.49
0.09,1.11,-0.19,2.66,0.91,-0.70
0.09,0.99,-0.20,-0.35,-0.28,-2.17
0.07,1.07,-0.15,-3.50,0.28,0.00
0.08,1.16,-0.15,-2.80,-1.54,-2.80
0.06,1.02,-0.14,-3.01,-0.84,-3.08
0.04,0.90,-0.10,-4.76,1.12,1.40
0.10,1.17,-0.09,-6.51,2.38,2.03
0.12,1.07,-0.10,1.40,1.05,-0.84
0.11,1.02,-0.12,4.55,0.21,-3.29
0.09,1.13,-0.15,7.00,0.28,-2.31
0.06,1.11,-0.18,8.05,-1.05,-3.43
0.04,0.96,-0.17,3.15,-0.70,-2.87
0.05,0.92,-0.16,-3.15,1.33,1.19
0.08,1.18,-0.18,-1.61,1.54,0.70
0.07,1.12,-0.17,1.75,-0.70,-1.33
0.05,0.97,-0.10,-5.04,-0.07,-0.77
0.09,1.10,-0.06,-11.48,2.10,3.64
0.14,1.03,-0.09,-11.41,3.29,2.24
0.16,0.86,-0.07,1.19,1.33,0.70
0.04,0.93,-0.06,4.55,-0.28,-0.56
0.10,1.27,-0.07,2.38,-1.33,-4.34
0.05,1.17,-0.16,10.57,-2.80,-7.63
-0.05,0.76,-0.12,19.04,-4.48,-6.37
