Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -0.88, 0.66, -0.30, -114.80, -158.41, 50.33
33:0:72, -0.75, 0.61, -0.28, -142.66, -143.08, 55.58
33:0:72, -0.52, 0.40, -0.11, -133.28, -116.69, 48.30
33:0:72, -0.32, 0.16, 0.20, -132.30, -100.94, 46.62
33:0:72, -0.28, 0.03, 0.27, -112.00, -86.45, 21.77
33:0:72, -0.40, 0.04, 0.26, -98.14, -62.58, -0.49
33:0:72, -0.60, -0.10, 0.32, -90.51, -50.47, -23.59
33:0:72, -0.69, -0.28, 0.53, -55.72, -28.84, -32.90
33:0:72, -0.78, -0.41, 0.54, -8.05, 16.73, -25.13
33:0:72, -0.76, -0.18, 0.55, 25.48, 56.35, -18.55
33:0:72, -0.76, -0.29, 0.43, 46.27, 78.40, -4.69
33:0:72, -0.73, 0.11, 0.51, 95.76, 94.22, -8.12
33:0:72, -0.44, -0.10, 0.43, 115.50, 111.58, -6.44
33:0:72, -0.32, -0.09, 0.32, 136.71, 134.68, -6.02
33:0:72, -0.26, -0.09, 0.26, 130.62, 154.42, -1.96
33:0:72, -0.21, -0.02, 0.24, 120.12, 187.53, -1.61
33:0:72, -0.23, 0.21, 0.27, 114.66, 201.88, -15.61
33:0:72, -0.28, 0.27, 0.22, 115.85, 199.43, -30.38
33:0:72, -0.27, 0.47, 0.24, 104.30, 198.52, -35.98
33:0:72, -0.53, 0.56, 0.21, 93.94, 209.23, -45.22
33:0:72, -0.73, 0.64, 0.02, 108.85, 217.91, -47.60
33:0:72, -0.96, 0.93, 0.02, 140.84, 229.25, -52.50
33:0:72, -1.28, 0.89, 0.02, 161.07, 238.14, -45.43
33:0:72, -1.38, 0.87, 0.30, 121.45, 190.05, -29.89
33:0:72, -0.92, 0.82, 0.55, 57.75, 133.00, -15.54
33:0:72, -0.75, 0.72, 0.44, 30.73, 42.35, -12.60
33:0:72, -0.77, 0.40, 0.21, 63.63, -13.86, -7.28
33:0:72, -0.74, 0.19, 0.12, 39.90, -48.65, 5.32
33:0:72, -0.65, 0.14, 0.74, -40.11, -39.62, 14.98
33:0:72, -1.18, 0.34, 2.17, -192.43, 49.49, -10.36
33:0:72, -1.28, -1.08, 0.64, -247.87, 100.38, -3.71
33:0:72, -1.80, -0.73, -0.92, -152.39, -10.08, 5.74
33:0:72, -2.11, -0.42, 0.32, -16.03, -58.73, 3.92
33:0:72, -2.59, 0.44, 1.05, 107.17, -49.84, 5.60
33:0:72, -2.16, 0.81, 1.38, 151.90, -76.65, 59.22
33:0:72, -1.70, 1.33, -0.32, 177.31, -82.88, 59.15
33:0:72, -1.10, 0.49, -0.30, 72.38, -125.72, 21.28
33:0:72, -0.68, -0.05, 0.47, -23.52, -99.33, -2.59
33:0:72, -0.66, 0.05, -0.25, -81.41, -68.11, -6.23
33:0:72, -0.67, 0.14, -0.07, -159.32, -30.31, 1.19
33:0:72, -0.54, 0.25, 0.07, -179.55, -15.19, -14.70
33:0:72, -0.81, 0.22, 0.16, -160.93, 16.59, -4.27
33:0:72, -0.84, 0.34, 0.06, -95.97, 46.27, 15.82
33:0:72, -0.84, 0.42, 0.07, -16.17, 54.88, 7.28
33:0:72, -1.01, 0.60, 0.52, 29.96, 45.43, -16.03
33:0:72, -1.28, 0.46, 0.96, 31.85, 28.98, -24.78
33:0:72, -1.65, 0.52, 0.99, 1.12, 1.75, -17.64
33:0:72, -1.68, 0.53, 0.87, -22.75, -25.62, -10.57
33:0:72, -1.37, 0.42, 0.73, -9.52, -50.82, -2.80
33:0:72, -1.30, 0.29, 0.70, -12.67, -103.25, 1.68
33:0:72, -1.12, 0.06, 0.79, -52.78, -123.20, 5.74
33:0:72, -1.11, -0.12, 0.78, -27.79, -147.70, 8.26
33:0:72, -1.09, -0.10, 0.42, -43.33, -168.63, 10.43
33:0:72, -0.90, -0.13, 0.16, -52.64, -184.45, 15.61
33:0:72, -0.74, 0.05, 0.12, -72.10, -183.89, 22.05
33:0:72, -0.90, 0.37, 0.05, -86.10, -159.53, 42.42
33:0:72, -0.82, 0.41, -0.11, -101.50, -141.26, 58.17
33:0:72, -0.73, 0.46, -0.29, -100.24, -116.48, 50.61
33:0:72, -0.61, 0.31, -0.35, -107.31, -114.31, 51.31
33:0:72, -0.48, 0.25, 0.00, -99.26, -104.37, 41.65
33:0:72, -0.35, 0.19, 0.33, -102.83, -75.25, 22.47
33:0:72, -0.45, 0.20, 0.40, -105.28, -42.63, -1.54
33:0:72, -0.58, 0.12, 0.10, -85.54, -16.94, -29.40
33:0:72, -0.59, -0.10, 0.07, -65.87, 10.64, -45.50
33:0:72, -0.46, -0.38, 0.14, -12.60, 41.16, -56.42
33:0:72, -0.28, -0.56, 0.27, 24.22, 71.75, -60.97
33:0:72, -0.25, -0.47, 0.36, 50.89, 98.84, -44.52
33:0:72, -0.42, -0.31, 0.41, 67.41, 127.61, -27.58
33:0:72, -0.57, -0.25, 0.45, 90.44, 157.36, -19.18
33:0:72, -0.72, 0.18, 0.42, 116.62, 185.29, -22.05
33:0:72, -0.96, -0.02, 0.30, 109.90, 204.40, -10.50
33:0:72, -0.94, 0.26, 0.30, 126.77, 205.17, -16.87
33:0:72, -0.73, 0.48, 0.33, 159.18, 198.03, -20.51
33:0:72, -0.47, 0.74, 0.21, 183.19, 201.95, -26.25
33:0:72, -0.60, 0.85, -0.15, 187.53, 189.56, -42.21
33:0:72, -0.53, 0.92, -0.26, 161.49, 177.80, -54.32
33:0:72, -0.57, 0.80, -0.21, 134.54, 179.55, -63.42
33:0:72, -0.91, 0.54, 0.05, 96.25, 148.89, -58.17
33:0:72, -0.69, 0.37, 0.28, 50.89, 99.89, -53.97
33:0:72, -0.53, 0.34, 0.25, 39.83, 30.52, -45.15
33:0:72, -0.34, 0.40, 0.63, -16.94, -45.29, 3.29
33:0:72, -0.46, 0.78, 1.70, -211.26, -76.30, 23.17
33:0:72, -0.53, 0.50, 2.62, -254.24, 57.54, -56.28
33:0:72, -0.81, -0.91, -0.85, -273.77, 144.48, 18.20
33:0:72, -1.20, 0.06, -1.61, -263.13, 25.20, 45.22
33:0:72, -2.06, -0.50, -0.57, -95.20, -24.71, 33.18
33:0:72, -2.80, -0.81, 0.10, -78.89, -54.81, -28.56
33:0:72, -2.20, -0.41, 0.84, -50.75, -15.68, -5.39
33:0:72, -1.21, 0.93, 0.66, 169.96, -34.79, -28.63
33:0:72, -1.00, 0.70, 0.20, 177.31, -44.45, -29.89
33:0:72, -1.43, 0.21, 0.56, 103.46, -51.73, -6.51
33:0:72, -1.44, 0.42, 0.87, 4.97, -23.73, -15.33
33:0:72, -1.36, 0.36, -0.13, -99.05, -15.75, -25.34
33:0:72, -1.07, 0.41, 0.03, -155.54, -10.15, -30.31
33:0:72, -0.80, 0.32, 0.31, -142.24, 7.28, -31.64
33:0:72, -0.73, 0.39, 0.27, -89.11, 25.83, -23.10
33:0:72, -0.70, 0.39, 0.32, -59.08, 48.65, -26.67
33:0:72, -0.79, 0.41, 0.19, -16.80, 70.84, -31.29
33:0:72, -0.83, 0.60, 0.35, 26.18, 72.94, -57.96
33:0:72, -1.01, 0.41, 0.69, 49.14, 64.19, -69.37
33:0:72, -1.12, 0.41, 0.60, 35.91, 58.94, -64.19
33:0:72, -1.01, 0.37, 0.56, 35.14, 37.17, -67.76
33:0:72, -1.32, 0.21, 0.69, 43.05, 22.47, -69.37
33:0:72, -1.33, 0.47, 0.83, 20.51, 11.69, -58.59
33:0:72, -1.51, 0.49, 0.77, -11.06, -10.92, -51.17
33:0:72, -0.95, 0.29, 0.91, -30.10, -46.62, -43.82
33:0:72, -1.28, 0.26, 0.48, -46.69, -69.93, -30.59
33:0:72, -2.10, 0.29, 0.49, -53.48, -101.22, -11.06
33:0:72, -1.99, 0.68, 0.73, -80.99, -127.47, 16.73
33:0:72, -1.69, 0.63, 0.30, -123.55, -150.57, 42.14
33:0:72, -1.69, 0.60, 0.03, -125.72, -174.16, 59.01
33:0:72, -1.92, 0.42, 0.04, -90.93, -192.01, 78.19
33:0:72, -1.68, 0.23, 0.12, -48.37, -192.08, 104.58
33:0:72, -1.57, 0.16, 0.16, 10.50, -191.45, 108.15
33:0:72, -1.46, 0.23, 0.10, 27.30, -186.48, 105.56
33:0:72, -1.31, 0.09, 0.15, 23.52, -131.18, 105.07
33:0:72, -1.11, 0.07, 0.31, 23.31, -92.05, 127.40
33:0:72, -1.63, 0.38, 0.55, -5.46, -81.97, 109.55
33:0:72, -1.88, 0.65, 0.65, -45.78, -56.91, 141.26
33:0:72, -1.79, 0.65, 0.26, -103.60, -39.55, 154.84
33:0:72, -1.74, 0.58, -0.18, -100.03, -53.83, 163.94
33:0:72, -1.33, 0.66, 0.03, -96.46, -60.62, 147.00
33:0:72, -1.11, 0.35, 0.11, -115.29, -45.01, 137.97
33:0:72, -1.03, 0.20, 0.10, -113.96, -32.20, 133.49
33:0:72, -1.10, 0.14, 0.03, -115.71, -26.32, 124.11
33:0:72, -1.14, 0.12, 0.04, -136.08, -19.95, 118.02
33:0:72, -1.03, -0.10, -0.01, -149.17, -13.44, 122.92
33:0:72, -0.96, -0.16, 0.13, -151.06, -2.03, 119.00
33:0:72, -0.84, -0.14, 0.18, -151.34, 15.89, 117.18
33:0:72, -0.73, -0.16, 0.18, -149.59, 38.78, 110.11
33:0:72, -0.50, -0.13, 0.24, -140.21, 46.48, 103.39
33:0:72, -0.33, -0.14, 0.31, -123.41, 64.40, 90.86
33:0:72, -0.02, -0.08, 0.37, -100.38, 87.15, 75.88
33:0:72, 0.07, -0.17, 0.28, -63.84, 103.32, 63.00
33:0:72, 0.04, -0.06, 0.27, -42.28, 111.72, 46.48
33:0:72, -0.04, -0.06, 0.33, -31.85, 124.46, 25.34
33:0:72, 0.09, -0.11, 0.31, -32.41, 125.65, 16.10
33:0:72, -0.06, -0.07, 0.28, -38.57, 140.14, -1.05
33:0:72, -0.32, 0.06, 0.16, -43.61, 157.15, -14.77
33:0:72, -0.47, 0.18, 0.16, -58.66, 148.54, -23.73
33:0:72, -0.63, 0.24, 0.34, -101.78, 122.78, -26.46
33:0:72, -0.80, 0.27, 0.75, -142.94, 79.87, -23.94
33:0:72, -0.94, 0.37, 1.08, -168.63, 45.01, -12.81
33:0:72, -1.13, 0.57, 1.16, -149.38, 26.88, 12.18
33:0:72, -1.34, 1.02, 0.75, -117.60, 31.78, 56.91
33:0:72, -1.43, 1.20, 0.79, -27.37, 14.70, 94.08
33:0:72, -0.97, 1.07, 0.83, 5.53, 12.32, 80.99
33:0:72, -0.55, 0.58, 0.88, -12.60, -9.59, 77.98
33:0:72, -0.11, 0.44, -0.54, -7.70, -4.55, 69.09
33:0:72, -0.10, 0.01, -0.77, 5.74, -5.88, 46.20
33:0:72, -1.60, -0.19, -0.09, 12.53, 3.64, 1.61
33:0:72, -3.18, -0.24, 1.14, -103.74, -6.30, 25.48
33:0:72, -4.33, 0.90, 0.90, -181.30, -83.16, 30.80
33:0:72, -3.10, 1.28, -0.45, -180.39, -72.38, 30.94
33:0:72, -0.93, 0.63, -0.97, -167.16, -100.80, -19.04
33:0:72, 0.01, -0.60, -0.28, -142.80, -54.74, -33.25
33:0:72, 0.30, -0.93, -0.55, -91.21, 8.26, -26.11
33:0:72, 0.49, -0.71, -0.71, -18.27, -0.28, -23.73
33:0:72, 0.24, -0.45, -0.45, 21.21, -1.33, -29.12
33:0:72, -0.38, -0.33, -0.08, 51.52, 34.72, -11.55
33:0:72, -1.53, 0.31, 0.42, 52.36, 102.90, -1.26
33:0:72, -1.83, 0.77, -0.13, 23.80, 129.43, 13.58
33:0:72, -1.92, 1.14, -0.45, -1.75, 98.84, 3.85
33:0:72, -1.79, 0.81, -0.14, -50.40, 48.44, -22.75
33:0:72, -1.65, 0.50, 0.03, -91.00, 47.53, -39.34
33:0:72, -1.47, 0.35, -0.10, -111.23, 60.34, -44.38
33:0:72, -1.32, 0.10, -0.04, -87.99, 57.33, -36.40
33:0:72, -1.05, 0.16, 0.11, -76.79, 70.35, -34.86
33:0:72, -0.92, 0.16, 0.12, -71.96, 85.82, -37.52
33:0:72, -0.88, 0.19, 0.17, -53.97, 92.40, -28.98
33:0:72, -0.85, 0.38, 0.26, -67.55, 105.56, -18.55
33:0:72, -0.81, 0.33, 0.26, -86.45, 115.71, -7.77
33:0:72, -0.75, 0.29, 0.19, -86.52, 121.24, -4.62
33:0:72, -0.77, 0.31, 0.15, -85.40, 123.62, -5.32
33:0:72, -0.74, 0.35, 0.15, -93.24, 129.71, -3.15
33:0:72, -0.74, 0.35, 0.12, -103.25, 128.66, -0.98
33:0:72, -0.78, 0.29, 0.12, -108.36, 127.82, 0.35
33:0:72, -0.75, 0.11, 0.05, -102.06, 139.65, 2.59
33:0:72, -0.73, 0.01, 0.10, -95.62, 145.74, 1.47
33:0:72, -0.78, -0.02, 0.16, -131.46, 147.49, 3.22
33:0:72, -0.85, -0.05, 0.12, -162.61, 150.99, 7.21
33:0:72, -0.90, -0.02, 0.08, -144.13, 158.83, 16.10
33:0:72, -0.87, -0.02, -0.03, -100.66, 166.67, 21.84
33:0:72, -0.79, -0.16, -0.05, -45.15, 182.28, 22.68
33:0:72, -0.82, -0.29, -0.02, -40.18, 175.21, 17.15
33:0:72, -0.97, -0.21, -0.04, -55.23, 144.90, 1.89
33:0:72, -1.01, -0.17, -0.05, -37.52, 112.42, -11.13
33:0:72, -0.97, -0.09, -0.03, 5.81, 89.60, -20.02
33:0:72, -1.00, 0.04, 0.05, 20.37, 78.40, -23.52
33:0:72, -1.09, 0.15, 0.15, 15.82, 72.52, -28.84
33:0:72, -1.07, 0.20, 0.18, 21.77, 62.30, -39.27
33:0:72, -1.05, 0.23, 0.12, 26.11, 51.45, -44.87
33:0:72, -1.00, 0.14, 0.09, 31.71, 42.14, -44.45
33:0:72, -1.04, 0.21, 0.05, 29.82, 39.69, -37.17
33:0:72, -1.06, 0.20, 0.01, 31.85, 41.30, -29.61
33:0:72, -1.16, 0.34, 0.05, 29.40, 40.46, -28.70
33:0:72, -1.24, 0.28, 0.22, 27.09, 36.61, -27.93
33:0:72, -1.41, 0.40, 0.28, 20.37, 29.68, -37.94
33:0:72, -1.22, 0.35, 0.18, -30.10, 8.54, -21.07
33:0:72, -1.04, 0.53, 0.06, -89.04, 9.24, -21.14
33:0:72, -1.09, 0.48, 0.05, -119.91, 16.52, -14.49
33:0:72, -1.33, 0.34, 0.16, -126.00, 18.83, -14.63
33:0:72, -1.52, 0.30, 0.26, -112.70, 6.79, -20.86
33:0:72, -1.58, 0.32, 0.26, -103.18, -14.63, -20.58
33:0:72, -1.59, 0.54, 0.12, -84.63, -64.61, -24.57
33:0:72, -1.50, 0.56, 0.10, -78.40, -79.03, -24.71
33:0:72, -1.52, 0.51, 0.07, -84.84, -102.48, -21.07
33:0:72, -1.59, 0.35, 0.02, -85.61, -124.88, -16.66
33:0:72, -1.67, 0.27, 0.04, -88.41, -167.16, -16.38
33:0:72, -1.50, 0.12, 0.13, -76.37, -192.22, -23.31
33:0:72, -1.24, 0.14, 0.07, -89.46, -190.96, -19.88
33:0:72, -0.99, 0.27, 0.01, -115.22, -190.75, -8.68
33:0:72, -0.96, 0.16, -0.04, -111.93, -202.72, 3.22
33:0:72, -1.09, 0.23, -0.05, -101.43, -212.10, 27.37
33:0:72, -1.16, 0.27, -0.31, -78.26, -213.29, 47.25
33:0:72, -1.20, 0.29, -0.52, -46.41, -209.58, 49.07
33:0:72, -1.28, 0.17, -0.59, 3.01, -191.73, 56.28
33:0:72, -1.30, 0.11, -0.41, 53.97, -181.93, 72.10
33:0:72, -1.17, 0.15, -0.08, 98.49, -157.64, 80.85
33:0:72, -0.98, 0.42, 0.30, 83.16, -119.63, 60.34
33:0:72, -1.19, 0.27, 0.34, 53.13, -103.18, 32.41
33:0:72, -1.35, -0.07, 0.34, 37.94, -106.40, 73.01
33:0:72, -1.36, 0.06, 0.39, 30.87, -98.56, 106.47
33:0:72, -1.30, 0.57, 0.17, -158.55, -51.80, 126.14
33:0:72, -1.31, 0.48, -0.47, -320.32, -40.46, 179.06
33:0:72, -0.82, 0.73, -0.14, -294.28, -82.95, 156.66
33:0:72, -0.74, 0.85, -0.13, -220.57, -106.75, 136.64
33:0:72, -0.98, 0.24, 0.04, -192.99, -96.32, 128.10
33:0:72, -0.97, 0.00, 0.02, -152.81, -68.11, 124.18
33:0:72, -0.96, 0.13, -0.05, -142.17, -40.95, 131.39
33:0:72, -0.96, 0.14, -0.08, -147.49, -34.09, 138.53
33:0:72, -0.88, 0.08, -0.02, -126.77, -29.68, 138.67
33:0:72, -0.81, 0.16, -0.06, -123.48, -29.05, 129.08
33:0:72, -0.72, 0.14, 0.00, -127.12, -23.94, 128.66
33:0:72, -0.64, 0.12, 0.04, -132.23, -13.09, 128.80
33:0:72, -0.61, 0.15, 0.02, -141.68, -3.36, 128.38
33:0:72, -0.58, 0.12, 0.01, -125.65, 7.84, 125.02
33:0:72, -0.55, 0.13, 0.01, -142.31, 21.70, 117.53
33:0:72, -0.54, 0.12, -0.05, -140.98, 37.38, 103.60
33:0:72, -0.53, -0.02, -0.04, -134.47, 54.95, 95.83
33:0:72, -0.53, -0.03, -0.02, -123.90, 67.48, 89.46
33:0:72, -0.48, 0.02, 0.01, -116.55, 77.70, 81.62
33:0:72, -0.47, 0.02, 0.02, -105.63, 88.06, 72.38
33:0:72, -0.48, -0.02, 0.05, -88.90, 95.76, 64.05
33:0:72, -0.52, -0.07, 0.09, -77.77, 102.34, 53.97
33:0:72, -0.55, -0.13, 0.16, -69.09, 106.12, 37.87
33:0:72, -0.57, -0.16, 0.23, -65.52, 108.36, 26.46
33:0:72, -0.63, -0.15, 0.28, -62.79, 110.25, 17.50
33:0:72, -0.67, -0.10, 0.34, -54.67, 119.00, 13.02
33:0:72, -0.85, 0.09, 0.38, -47.39, 108.92, 11.13
33:0:72, -1.09, 0.31, 0.54, -53.55, 86.59, 11.06
33:0:72, -1.28, 0.54, 0.87, -85.54, 53.20, 11.62
33:0:72, -1.60, 0.77, 1.11, -142.10, 20.51, 8.26
33:0:72, -2.11, 0.96, 1.15, -193.41, -4.27, 8.75
33:0:72, -2.12, 0.95, 1.03, -214.83, -24.36, 46.62
33:0:72, -1.70, 0.63, 1.04, -172.62, -33.04, 81.34
33:0:72, -0.63, 0.29, 0.90, -98.98, -17.22, 80.36
33:0:72, -0.28, 0.02, 0.68, -42.21, 5.32, 85.54
33:0:72, -0.01, 0.00, 0.35, -30.66, 38.01, 91.70
33:0:72, 0.18, 0.02, -0.01, -19.04, 57.96, 87.22
33:0:72, 0.18, 0.21, -0.26, -15.19, 72.10, 75.81
33:0:72, -0.14, 0.37, -0.44, -14.21, 59.71, 57.26
33:0:72, -0.55, 0.52, -0.38, -14.70, 34.30, 30.73
33:0:72, -1.33, 0.77, -0.17, -16.66, 5.74, 10.99
33:0:72, -2.27, 1.00, 0.33, -0.35, -9.87, -1.61
33:0:72, -3.10, 1.21, 0.73, 56.49, -33.53, 20.09
33:0:72, -3.56, 1.51, 1.07, 46.97, -38.15, 26.18
33:0:72, -2.46, 0.54, 0.31, -8.89, -67.90, -0.42
33:0:72, -0.72, -0.62, -0.25, -56.70, -70.91, 12.74
33:0:72, 0.29, -1.46, 0.13, -90.16, -12.88, 10.08
33:0:72, 0.26, -1.56, 0.05, -91.28, 31.01, -14.14
33:0:72, 0.06, -1.24, -0.24, -70.42, 35.77, -41.58
33:0:72, 0.02, -0.72, -0.26, -63.91, 31.64, -46.13
33:0:72, -0.14, -0.22, -0.16, -21.00, 5.53, -23.03
33:0:72, -0.55, 0.21, 0.10, 49.14, 23.31, -20.79
33:0:72, -1.10, 0.80, 0.16, 114.38, 86.24, -1.54
33:0:72, -1.53, 1.89, -0.55, 112.28, 92.05, -3.43
33:0:72, -1.34, 1.42, -0.52, 52.29, -6.30, -9.73
33:0:72, -1.24, 0.96, 0.43, 4.20, -19.67, -14.00
33:0:72, -1.14, 0.58, 0.63, -39.83, 14.21, -14.98
33:0:72, -1.06, 0.24, 0.25, -62.02, 26.74, -7.28
33:0:72, -0.91, 0.03, 0.12, -76.44, 22.47, -5.81
33:0:72, -0.89, -0.05, 0.21, -78.61, 20.86, -5.46
33:0:72, -0.94, 0.05, 0.22, -86.73, 19.74, -7.49
33:0:72, -0.92, 0.06, 0.25, -103.32, 16.87, -11.41
33:0:72, -0.87, 0.02, 0.32, -123.76, 20.37, -14.07
33:0:72, -0.82, 0.05, 0.35, -135.66, 22.47, -15.96
33:0:72, -0.77, 0.07, 0.32, -144.69, 21.77, -15.75
33:0:72, -0.69, 0.07, 0.23, -141.40, 20.09, -14.14
33:0:72, -0.64, 0.16, 0.19, -138.60, 19.04, -13.72
33:0:72, -0.62, 0.25, 0.29, -141.33, 21.56, -9.17
33:0:72, -0.58, 0.22, 0.37, -144.06, 24.43, -4.69
33:0:72, -0.60, 0.21, 0.39, -137.83, 25.55, 0.77
33:0:72, -0.62, 0.20, 0.27, -112.00, 22.33, 9.03
33:0:72, -0.62, 0.20, 0.27, -84.07, 19.67, 12.74
33:0:72, -0.65, 0.18, 0.32, -53.90, 20.37, 9.59
33:0:72, -0.70, 0.09, 0.32, -29.89, 14.70, 7.98
33:0:72, -0.70, 0.05, 0.27, -15.12, 11.13, 7.07
33:0:72, -0.66, -0.02, 0.33, -6.72, 11.55, 6.72
33:0:72, -0.65, -0.04, 0.30, 9.80, 10.29, 5.18
33:0:72, -0.65, -0.04, 0.32, 18.20, 10.29, 4.20
33:0:72, -0.70, -0.00, 0.30, 24.15, 13.86, 5.81
33:0:72, -0.75, 0.04, 0.31, 36.05, 15.82, 9.38
33:0:72, -0.77, 0.09, 0.29, 56.35, 17.50, 13.86
33:0:72, -0.80, 0.19, 0.32, 75.39, 0.28, 19.32
33:0:72, -0.88, 0.28, 0.39, 83.16, 15.12, 14.84
